time1,time2,level,value,pval,pval_correct,final_value,scaled_value
16,18,V1,157.75025697965455,0.001,0.006666666666666667,157.75025697965455,-0.9755893065512263
16,19,V1,166.5564240532672,0.001,0.006666666666666667,166.5564240532672,-0.8405739471282044
16,20,V1,171.871267119937,0.001,0.006666666666666667,171.871267119937,-0.7590872525282807
16,21,V1,205.78376815384922,0.961,1,205.78376815384922,-0.2391438449421137
16,22,V1,182.88435951916495,0.826,1,182.88435951916495,-0.5902355130358216
16,23,V1,177.00958140826148,0.42,1,177.00958140826148,-0.6803070812383921
16,24,V1,179.56995020996536,0.688,1,179.56995020996536,-0.6410517376674775
16,25,V1,178.67652258706497,0.602,1,178.67652258706497,-0.65474968941152345
16,26,V1,176.89774037508485,0.436,1,176.89774037508485,-0.6820218178731117
16,27,V1,181.0651178224011,0.722,1,181.0651178224011,-0.61812796266943415
16,28,V1,186.62396489978426,0.87,1,186.62396489978426,-0.532900220581797
16,29,V1,196.31134648029158,0.924,1,196.31134648029158,-0.3843741598079368
16,30,V1,196.84627769143722,0.917,1,196.84627769143722,-0.37617264271932305
16,31,V1,198.24923055761334,0.881,1,198.24923055761334,-0.3546626958949074
16,32,V1,202.0821422858912,0.914,1,202.0821422858912,-0.29589683893304874
16,33,V1,207.26158302795508,0.945,1,207.26158302795508,-0.2164861205632556
16,34,V1,211.5859133955781,0.942,1,211.5859133955781,-0.15018587733961766
16,35,V1,215.41763052032607,0.945,1,215.41763052032607,-0.09143833593134854
16,36,V1,218.66848199787046,0.934,1,218.66848199787046,-0.04159657424291662
16,37,V1,221.78293000804408,0.953,1,221.78293000804408,0.006153861784797875
16,38,V1,228.35579624306013,0.957,1,228.35579624306013,0.10692845415192566
16,39,V1,235.18981511152202,0.971,1,235.18981511152202,0.21170701514402013
16,40,V1,236.36735450715108,0.969,1,236.36735450715108,0.22976094296603705
16,41,V1,240.16654128493718,0.966,1,240.16654128493718,0.28800973202830854
16,42,V1,246.52403910720977,0.973,1,246.52403910720977,0.38548231531340843
16,43,V1,251.15549221813544,0.973,1,251.15549221813544,0.4564913367407036
16,44,V1,254.93927732939008,0.977,1,254.93927732939008,0.5145039888406535
16,45,V1,261.5017943408794,0.966,1,261.5017943408794,0.615119907845974
16,46,V1,262.24447309730976,0.99,1,262.24447309730976,0.6265065915639958
16,47,V1,266.18656024844864,0.982,1,266.18656024844864,0.6869463162636028
16,48,V1,269.7787069473487,0.983,1,269.7787069473487,0.7420207855074905
16,49,V1,270.5820928659521,0.985,1,270.5820928659521,0.7543382259613125
17,0,V1,218.02501057065007,0.959,1,218.02501057065007,-0.05146222013611507
17,1,V1,220.36150699609703,0.955,1,220.36150699609703,-0.015639267648919913
17,2,V1,223.0601915472622,0.96,1,223.0601915472622,0.025736720519272487
17,3,V1,214.61592404905636,0.944,1,214.61592404905636,-0.10373002725010488
17,4,V1,199.92027727609883,0.845,1,199.92027727609883,-0.32904235830387624
17,5,V1,244.24685018286752,0.998,1,244.24685018286752,0.3505686600847365
17,6,V1,216.89975181880885,0.97,1,216.89975181880885,-0.06871458584230147
17,7,V1,173.58330543752245,0.008,0.044150110375275935,173.58330543752245,-0.7328384354365151
17,8,V1,180.79158635430693,0.722,1,180.79158635430693,-0.6223217224708923
17,9,V1,204.94341159857714,0.924,1,204.94341159857714,-0.25202811586328827
17,10,V1,215.05754982124975,0.921,1,215.05754982124975,-0.0969590607371224
17,11,V1,197.2874475609411,0.906,1,197.2874475609411,-0.36940866606526235
17,12,V1,178.09154361532813,0.596,1,178.09154361532813,-0.6637185342521604
17,13,V1,164.73195075841554,0.001,0.006666666666666667,164.73195075841554,-0.8685466071519083
17,14,V1,153.47227014099744,0.001,0.006666666666666667,153.47227014099744,-1.0411790149680682
17,15,V1,150.60095067233175,0.001,0.006666666666666667,150.60095067233175,-1.0852018261229763
17,16,V1,148.72008040324795,0.001,0.006666666666666667,148.72008040324795,-1.1140391594696677
17,17,V1,149.80306814451427,0.001,0.006666666666666667,149.80306814451427,-1.0974348890855703
17,18,V1,155.610236899031,0.001,0.006666666666666667,155.610236899031,-1.0083999014380367
17,19,V1,157.45250230400134,0.001,0.006666666666666667,157.45250230400134,-0.9801544543865048
